address,cash_in,city_id,day_1_close_time,day_1_customer_close,day_1_customer_open,day_1_is_open,day_1_name,day_1_open_time,day_2_close_time,day_2_customer_close,day_2_customer_open,day_2_is_open,day_2_name,day_2_open_time,day_3_close_time,day_3_customer_close,day_3_customer_open,day_3_is_open,day_3_name,day_3_open_time,day_4_close_time,day_4_customer_close,day_4_customer_open,day_4_is_open,day_4_name,day_4_open_time,day_5_close_time,day_5_customer_close,day_5_customer_open,day_5_is_open,day_5_name,day_5_open_time,day_6_close_time,day_6_customer_close,day_6_customer_open,day_6_is_open,day_6_name,day_6_open_time,day_7_close_time,day_7_customer_close,day_7_customer_open,day_7_is_open,day_7_name,day_7_open_time,id,is_digital,is_nfc,is_open,latitude,longitude,name,notes,slug,type,work_hours_saturday,work_hours_sunday,work_hours_week,working_weekends
"Naxçıvan şəhəri, İstiqlal küç. 85",0,45,18:00,17:00,09:00,1,Bazar ertəsi,09:00,18:00,17:00,09:00,1,Çərşənbə axşamı,09:00,18:00,17:00,09:00,1,Çərşənbə,09:00,18:00,17:00,09:00,1,Cümə axşamı,09:00,18:00,17:00,09:00,1,Cümə,09:00,,,,0,Şənbə,,,,,0,Bazar,,919,0,0,1,39.21275539195221,45.410540535260346,Naxçıvan filialı,,naxcivan-filiali,B,qeyri-iş günü,qeyri-iş günü,09:00-18:00 (Müştərilərə xidmət vaxtı 09:00-17:00),0
"Ağcabədi rayonu, Üzeyir Hacıbəyli prospekti (ASAN xidmət daxilində)",0,3,18:00,17:00,09:00,1,Bazar ertəsi,09:00,18:00,17:00,09:00,1,Çərşənbə axşamı,09:00,18:00,17:00,09:00,1,Çərşənbə,09:00,18:00,17:00,09:00,1,Cümə axşamı,09:00,18:00,17:00,09:00,1,Cümə,09:00,16:30,16:00,09:00,1,Şənbə,09:00,16:30,16:00,09:00,1,Bazar,09:00,920,0,0,1,40.055728073805135,47.416698816876824,Ağcabədi şöbəsi,,agcabedi-shobesi,B,09:00-16:30 (Müştərilərə xidmət vaxtı 09:00-16:00),09:00-16:30 (Müştərilərə xidmət vaxtı 09:00-16:00),09:00-18:00 (Müştərilərə xidmət vaxtı 09:00-17:00),1
"Bakı şəhəri, Yasamal rayonu, A.M.Şərifzadə küçəsi 162",0,1,18:00,17:00,09:00,1,Bazar ertəsi,09:00,18:00,17:00,09:00,1,Çərşənbə axşamı,09:00,18:00,17:00,09:00,1,Çərşənbə,09:00,18:00,17:00,09:00,1,Cümə axşamı,09:00,18:00,17:00,09:00,1,Cümə,09:00,,14:00,10:00,0,Şənbə,,,,,0,Bazar,,924,0,0,1,40.38931435951659,49.80316549713975,İnşaatçılar filialı,,insaatcilar-filiali,B,qeyri-iş günü,qeyri-iş günü,09:00-18:00 (Müştərilərə xidmət vaxtı 09:00-17:00),1
"Şamaxı şəhəri, Şəhriyar qəsəbəsi (ASAN Xidmət Mərkəzi)",0,58,18:00,17:00,09:00,1,Bazar ertəsi,09:00,18:00,17:00,09:00,1,Çərşənbə axşamı,09:00,18:00,17:00,09:00,1,Çərşənbə,09:00,18:00,17:00,09:00,1,Cümə axşamı,09:00,18:00,17:00,09:00,1,Cümə,09:00,16:30,16:00,09:00,1,Şənbə,09:00,16:30,16:00,09:00,1,Bazar,09:00,925,0,0,1,40.61320234801101,48.664303921133246,Şamaxı şöbəsi,,shamaxi-shobesi,B,09:00-16:30 (Müştərilərə xidmət vaxtı 09:00-16:00),09:00-16:30 (Müştərilərə xidmət vaxtı 09:00-16:00),09:00-18:00 (Müştərilərə xidmət vaxtı 09:00-17:00),0
"Balakən rayonu, ""ASAN Həyat"" kompleksi",0,10,18:00,17:00,09:00,1,Bazar ertəsi,09:00,18:00,17:00,09:00,1,Çərşənbə axşamı,09:00,18:00,17:00,09:00,1,Çərşənbə,09:00,18:00,17:00,09:00,1,Cümə axşamı,09:00,18:00,17:00,09:00,1,Cümə,09:00,16:30,16:00,09:00,1,Şənbə,09:00,16:30,16:00,09:00,1,Bazar,09:00,945,0,0,1,41.7070445,46.4205046,Balakən şöbəsi,,balaken-shobesi,B,09:00-16:30 (Müştərilərə xidmət vaxtı 09:00-16:00),09:00-16:30 (Müştərilərə xidmət vaxtı 09:00-16:00),09:00-18:00 (Müştərilərə xidmət vaxtı 09:00-17:00),0
"Qazax rayonu, Qırmızı Körpü Gömrük Nəzarət buraxılış məntəqəsi",0,34,23:59,23:59,00:00,1,Bazar ertəsi,00:00,23:59,23:59,00:00,1,Çərşənbə axşamı,00:00,23:59,23:59,00:00,1,Çərşənbə,00:00,23:59,23:59,00:00,1,Cümə axşamı,00:00,23:59,23:59,00:00,1,Cümə,00:00,23:59,23:59,00:00,1,Şənbə,00:00,23:59,23:59,00:00,1,Bazar,00:00,1365,0,0,1,41.3269081,45.0783005,Qazax şöbəsi,,qazax-shobesi-297,B,7 gün / 24 saat,7 gün / 24 saat,7 gün / 24 saat,0
"Bakı şəhəri, Qaradağ rayonu, Lökbatan qəsəbəsi, Lökbatan-Qobu yolu 10",0,1,18:00,17:00,09:00,1,Bazar ertəsi,09:00,18:00,17:00,09:00,1,Çərşənbə axşamı,09:00,18:00,17:00,09:00,1,Çərşənbə,09:00,18:00,17:00,09:00,1,Cümə axşamı,,18:00,17:00,09:00,1,Cümə,09:00,,,,0,Şənbə,,,,,0,Bazar,,1367,0,0,1,40.326252,49.7573891,Logistika şöbəsi,,logistika-shobesi,B,qeyri-iş günü,qeyri-iş günü,09:00-18:00 (Müştərilərə xidmət vaxtı 09:00-17:00),0
"Bakı şəhəri, Nərimanov rayonu, Əhməd Rəcəbli küçəsi 9",0,1,17:00,17:00,09:00,1,Bazar ertəsi,09:00,17:00,17:00,09:00,1,Çərşənbə axşamı,09:00,17:00,17:00,09:00,1,Çərşənbə,09:00,17:00,17:00,09:00,1,Cümə axşamı,09:00,17:00,17:00,09:00,1,Cümə,09:00,,,,0,Şənbə,,,,,0,Bazar,,1368,0,0,1,40.40418144976618,49.867596143155055,Nərimanov filialı,,nerimanov-rayon-filiali,B,,,09:00-17:00,0
"Bakı şəh., Nərimanov ray., Atatürk pr. 36",0,1,18:00,18:00,10:00,1,Bazar ertəsi,10:00,18:00,18:00,10:00,1,Çərşənbə axşamı,10:00,18:00,18:00,10:00,1,Çərşənbə,10:00,18:00,18:00,10:00,1,Cümə axşamı,10:00,18:00,18:00,10:00,1,Cümə,10:00,,,,0,Şənbə,,,,,0,Bazar,,1370,0,0,1,40.40335556013043,49.85094249708956,38 saylı Notariat Şöbə,,38-sayli-notariat-sobe,B,,,10:00-18:00,0
"Qəbələ rayonu, Elçin Kərimov küçəsi 71 (""ASAN xidmət"" Mərkəzi"")",0,35,18:00,17:00,09:00,1,Bazar ertəsi,09:00,18:00,17:00,09:00,1,Çərşənbə axşamı,09:00,18:00,17:00,09:00,1,Çərşənbə,09:00,18:00,17:00,09:00,1,Cümə axşamı,09:00,18:00,17:00,09:00,1,Cümə,09:00,16:30,16:00,09:00,1,Şənbə,09:00,16:30,16:00,09:00,1,Bazar,09:00,1372,0,0,1,40.979726514644724,47.829412605615175,Qəbələ şöbəsi,,qebele-sobesi,B,09:00-16:30 (Müştərilərə xidmət vaxtı 09:00-16:00),09:00-16:30 (Müştərilərə xidmət vaxtı 09:00-16:00),09:00-18:00 (Müştərilərə xidmət vaxtı 09:00-17:00),0
"Bakı şəhəri, Binəqədi şossesi",0,1,18:00,17:00,09:00,1,Bazar ertəsi,09:00,18:00,17:00,09:00,1,Çərşənbə axşamı,09:00,18:00,17:00,09:00,1,Çərşənbə,09:00,18:00,17:00,09:00,1,Cümə axşamı,09:00,18:00,17:00,09:00,1,Cümə,09:00,,,,0,Şənbə,,,,,0,Bazar,,1373,0,0,1,40.43374838651857,49.8431265327235,Azadlıq filialı,,azadliq-filiali,B,qeyri-iş günü,qeyri-iş günü,09:00-18:00 (Müştərilərə xidmət vaxtı 09:00-17:00),0
"Xaçmaz şəhəri, Bakı prospekti 2E",0,25,18:30,18:00,09:00,1,Bazar ertəsi,09:00,18:30,18:00,09:00,1,Çərşənbə axşamı,09:00,18:30,18:00,09:00,1,Çərşənbə,09:00,18:30,18:00,09:00,1,Cümə axşamı,09:00,18:30,18:00,09:00,1,Cümə,09:00,,,,0,Şənbə,,,,,0,Bazar,,1375,0,0,1,41.43012451808228,48.81220821267798,Xaçmaz şöbəsi,,xachmaz-shobesi,B,,,09:00-18:30 (Müştərilərə xidmət vaxtı 09:00-18:00),0
"Bakı şəhəri, Nərimanov rayonu, Həsən Əliyev 143",0,1,18:00,17:00,09:00,1,Bazar ertəsi,09:00,18:00,17:00,09:00,1,Çərşənbə axşamı,09:00,18:00,17:00,09:00,1,Çərşənbə,09:00,18:00,17:00,09:00,1,Cümə axşamı,09:00,18:00,17:00,09:00,1,Cümə,09:00,,,,0,Şənbə,,,,,0,Bazar,,1376,0,0,1,40.408145893778,49.86354423265598,KOB mərkəzi filialı,,kob-merkezi-filiali,B,qeyri-iş günü,qeyri-iş günü,09:00-18:00 (Müştərilərə xidmət vaxtı 09:00-17:00),0
"Bakı şəhəri, Azadlıq prospekti 15a/4 (28 Mall ticarət mərkəzinin daxilində)",0,1,22:00,22:00,10:00,1,Bazar ertəsi,10:00,22:00,22:00,10:00,1,Çərşənbə axşamı,10:00,22:00,22:00,10:00,1,Çərşənbə,10:00,22:00,22:00,10:00,1,Cümə axşamı,10:00,22:00,22:00,10:00,1,Cümə,10:00,22:00,22:00,10:00,1,Şənbə,10:00,22:00,22:00,10:00,1,Bazar,10:00,1377,1,0,1,40.3790725053831,49.8467612895239,28 Mall Birbank Rəqəmsal Mərkəz,,b-08,B,10:00-22:00,10:00-22:00,10:00-22:00,0
"Bakı şəhəri, Fətəli Xan Xoyski küçəsi 14 (Gənclik Mall ticarət mərkəzinin daxilində)",0,1,22:00,22:00,10:00,1,Bazar ertəsi,10:00,22:00,22:00,10:00,1,Çərşənbə axşamı,10:00,22:00,22:00,10:00,1,Çərşənbə,10:00,22:00,22:00,10:00,1,Cümə axşamı,10:00,22:00,22:00,10:00,1,Cümə,10:00,22:00,22:00,10:00,1,Şənbə,10:00,22:00,22:00,10:00,1,Bazar,10:00,1378,1,0,1,40.40017143119143,49.85266439671273,Gənclik Mall Birbank Rəqəmsal Mərkəz,,b-07,B,10:00-22:00,10:00-22:00,10:00-22:00,1
"Bakı şəhəri, Ağa Nemətulla küçəsi 54 (Nəriman Nərimanov m/s yaxınlığında)",0,1,19:00,19:00,10:00,1,Bazar ertəsi,10:00,19:00,19:00,10:00,1,Çərşənbə axşamı,10:00,19:00,19:00,10:00,1,Çərşənbə,10:00,19:00,19:00,10:00,1,Cümə axşamı,10:00,19:00,19:00,10:00,1,Cümə,10:00,19:00,19:00,10:00,1,Şənbə,10:00,19:00,19:00,10:00,1,Bazar,10:00,1379,1,0,1,40.40515301282489,49.87046310095197,Nərimanov Birbank Rəqəmsal Mərkəz,,b-14,B,10:00-19:00,10:00-19:00,10:00-19:00,1
"Gəncə şəhəri, Gəncə-Şəmkir şossesi  (2 saylı Gəncə “ASAN xidmət” mərkəzində)",0,20,18:30,18:00,09:00,1,Bazar ertəsi,09:00,18:30,18:00,09:00,1,Çərşənbə axşamı,09:00,18:30,18:00,09:00,1,Çərşənbə,09:00,18:30,18:00,09:00,1,Cümə axşamı,09:00,18:30,18:00,09:00,1,Cümə,09:00,16:30,16:00,09:00,1,Şənbə,09:00,16:30,16:00,09:00,1,Bazar,09:00,1380,0,0,1,40.69682926901757,46.32892270004127,Qərb filialı,,qerb-filiali,B,09:00-16:30 (Müştərilərə xidmət vaxtı 09:00-16:00),09:00-16:30 (Müştərilərə xidmət vaxtı 09:00-16:00),09:00-18:30 (Müştərilərə xidmət vaxtı 09:00-18:00),0
"Bakı şəhəri, Neftçilər prospekti 26a (Dəniz Mall ticarət mərkəzinin daxilində)",0,1,22:00,22:00,10:00,1,Bazar ertəsi,10:00,22:00,22:00,10:00,1,Çərşənbə axşamı,10:00,22:00,22:00,10:00,1,Çərşənbə,10:00,22:00,22:00,10:00,1,Cümə axşamı,10:00,22:00,22:00,10:00,1,Cümə,10:00,22:00,22:00,10:00,1,Şənbə,10:00,22:00,22:00,10:00,1,Bazar,10:00,1381,1,0,1,40.358489390768895,49.83694735868121,Dəniz Mall Birbank Rəqəmsal Mərkəz,,rm-03,B,10:00-22:00,10:00-22:00,10:00-22:00,1
"Bakı şəhəri, Nərimanov rayonu, Zaur Nudirəliyev küçəsi, 83 (7 saylı Bakı ASAN xidmət mərkəzində)",0,1,18:30,18:00,09:00,1,Bazar ertəsi,09:00,18:30,18:00,09:00,1,Çərşənbə axşamı,09:00,18:30,18:00,09:00,1,Çərşənbə,09:00,18:30,18:00,09:00,1,Cümə axşamı,09:00,18:30,18:00,09:00,1,Cümə,09:00,17:30,17:00,09:00,1,Şənbə,09:00,17:30,17:00,09:00,1,Bazar,09:00,1382,0,0,1,40.41342843605662,49.855806701609445,7 saylı Bakı ASAN filialı,,7-sayli-baki-asan-filiali,B,09:30-17:30 (Müştərilərə xidmət vaxtı 09:30-17:00),09:30-17:30 (Müştərilərə xidmət vaxtı 09:30-17:00),09:00-18:30 (Müştərilərə xidmət vaxtı 09:00-18:00),0
"Bakı şəh., Xətai rayonu, Məhəmməd Hadi küçəsi 73 (H. Aslanov m. yaxınlığı)",0,1,18:00,19:00,09:00,1,Bazar ertəsi,09:00,18:00,19:00,09:00,1,Çərşənbə axşamı,09:00,18:00,19:00,09:00,1,Çərşənbə,09:00,18:00,19:00,09:00,1,Cümə axşamı,09:00,18:00,19:00,09:00,1,Cümə,09:00,,14:00,10:00,1,Şənbə,,,,,0,Bazar,,1383,0,0,1,40.37207628139291,49.9537959586714,Məhəmməd Hadi filialı,17:30-dan sonra yalnız rəqəmsal əməliyyatlar,mehemmed-hadi-filiali,B,qeyri-iş günü,qeyri-iş günü,09:00-18:00 (Müştərilərə xidmət vaxtı 09:00-17:00),0
"Zəngilan rayonu, Ağalı kəndi",0,72,18:00,17:00,09:00,1,Bazar ertəsi,09:00,18:00,17:00,09:00,1,Çərşənbə axşamı,09:00,18:00,17:00,09:00,1,Çərşənbə,09:00,18:00,17:00,09:00,1,Cümə axşamı,09:00,18:00,17:00,09:00,1,Cümə,09:00,,,,0,Şənbə,,,,,0,Bazar,,1384,0,0,1,39.17812144783559,46.75868073243745,Zəngilan filialı,,zengilan-filiali,B,qeyri-iş günü,qeyri-iş günü,09:00-18:00 (Müştərilərə xidmət vaxtı 09:00-17:00),0
"Bakı şəhəri, Yasamal rayonu, 578-ci məhəllə, Ak. Ş. Mehdiyev küçəsi 75, “Kristal Abşeron” yaşayış binası, 3-cü giriş, 1-ci mərtəbə",0,1,18:00,17:00,09:00,1,Bazar ertəsi,09:00,18:00,17:00,09:00,1,Çərşənbə axşamı,09:00,18:00,17:00,09:00,1,Çərşənbə,09:00,18:00,17:00,09:00,1,Cümə axşamı,09:00,18:00,17:00,09:00,1,Cümə,09:00,,,,0,Şənbə,,,,,0,Bazar,,1388,0,0,1,40.38069245359999,49.81605818364643,Hüseyn Cavid filialı,,huseyn-cavid-filiali,B,qeyri-iş günü,qeyri-iş günü,09:00-18:00 (Müştərilərə xidmət vaxtı 09:00-17:00),0
"AZ1025, Bakı şəhəri, Xətai rayonu Ayaz İsmayılov küçəsi 69x",0,1,18:00,17:00,09:00,1,Bazar ertəsi,09:00,18:00,17:00,09:00,1,Çərşənbə axşamı,09:00,18:00,17:00,09:00,1,Çərşənbə,09:00,18:00,17:00,09:00,1,Cümə axşamı,09:00,18:00,17:00,09:00,1,Cümə,09:00,,,,0,Şənbə,,,,,0,Bazar,,1389,0,0,1,40.383818102554635,49.872310206933314,Birbank - Zəfər filialı,,zefer-filiali,B,qeyri-iş günü,qeyri-iş günü,09:00-18:00 (Müştərilərə xidmət vaxtı 09:00-17:00),0
"Sumqayıt şəhəri, 3-cü mikrorayon, Sülh küçəsi 33D",0,55,18:00,17:00,09:00,1,Bazar ertəsi,09:00,18:00,17:00,09:00,1,Çərşənbə axşamı,09:00,18:00,17:00,09:00,1,Çərşənbə,09:00,18:00,17:00,09:00,1,Cümə axşamı,09:00,18:00,17:00,09:00,1,Cümə,09:00,,,,0,Şənbə,,,,,0,Bazar,,1392,0,0,1,40.58589251948316,49.66773798730342,Birbank - Fərhad Fərhadlı filialı,,farhad-farhadli-filiali,B,qeyri-iş günü,qeyri-iş günü,09:00-18:00 (Müştərilərə xidmət vaxtı 09:00-17:00),0
"Xırdalan şəhəri, Heydər Əliyev prospekti 31-ci məhəllə, ev 3",0,26,18:00,17:00,09:00,1,Bazar ertəsi,09:00,18:00,17:00,09:00,1,Çərşənbə axşamı,09:00,18:00,17:00,09:00,1,Çərşənbə,09:00,18:00,17:00,09:00,1,Cümə axşamı,09:00,18:00,17:00,09:00,1,Cümə,09:00,,,,0,Şənbə,,,,,0,Bazar,,1393,0,0,1,40.45347336011024,49.74026801263433,Xırdalan filialı,,xirdalan-filiali,B,qeyri-iş günü,qeyri-iş günü,09:00-18:00 (Müştərilərə xidmət vaxtı 09:00-17:00),0
"Bakı şəhəri, Nərimanov rayonu, Akademik Ziya Bünyadov küçəsi 38C, 1969-cu məhəllə",0,1,18:00,17:00,09:00,1,Bazar ertəsi,09:00,18:00,17:00,09:00,1,Çərşənbə axşamı,09:00,18:00,17:00,09:00,1,Çərşənbə,09:00,18:00,17:00,09:00,1,Cümə axşamı,09:00,18:00,17:00,09:00,1,Cümə,09:00,,,,0,Şənbə,,,,,0,Bazar,,1394,0,0,1,40.41379,49.8543751,"""KOB"" şöbəsi",,kob-sobesi,B,qeyri-iş günü,qeyri-iş günü,09:00-18:00 (Müştərilərə xidmət vaxtı 09:00-17:00),0
Salyan regional ASAN xidmət mərkəzi,0,51,18:00,17:00,09:00,1,Bazar ertəsi,09:00,18:00,17:00,09:00,1,Çərşənbə axşamı,09:00,18:00,17:00,09:00,1,Çərşənbə,09:00,18:00,17:00,09:00,1,Cümə axşamı,09:00,18:00,17:00,09:00,1,Cümə,09:00,16:30,16:00,09:00,1,Şənbə,09:00,16:30,16:00,09:00,1,Bazar,09:00,1396,0,0,1,39.61470622296784,48.97354019887634,Salyan şöbəsi,,salyan-shobesi-250,B,09:00-16:30 (Müştərilərə xidmət vaxtı 09:00-16:00),09:00-16:30 (Müştərilərə xidmət vaxtı 09:00-16:00),09:00-18:00 (Müştərilərə xidmət vaxtı 09:00-17:00),0
Culfa Gömrük keçid Məntəqəsi,0,16,23:59,23:59,00:00,1,Bazar ertəsi,00:00,23:59,23:59,00:00,1,Çərşənbə axşamı,00:00,23:59,23:59,00:00,1,Çərşənbə,00:00,23:59,23:59,00:00,1,Cümə axşamı,00:00,23:59,23:59,00:00,1,Cümə,00:00,23:59,23:59,00:00,1,Şənbə,00:00,23:59,23:59,00:00,1,Bazar,00:00,1397,0,0,1,38.94710820076387,45.63204367508405,Culfa şöbəsi,,culfa-shobesi,B,7 gün / 24 saat,7 gün / 24 saat,7 gün / 24 saat,0
Kəngərli rayonunun Şahtaxtı Gömrük keçid Məntəqəsi,0,31,04:00,04:00,09:00,1,Bazar ertəsi,09:00,04:00,04:00,09:00,1,Çərşənbə axşamı,09:00,04:00,04:00,09:00,1,Çərşənbə,09:00,04:00,04:00,09:00,1,Cümə axşamı,09:00,04:00,04:00,09:00,1,Cümə,09:00,04:00,04:00,09:00,1,Şənbə,09:00,04:00,04:00,09:00,1,Bazar,09:00,1398,0,0,1,39.36265821494384,45.07298086197821,Kəngərli şöbəsi,,kengerli-shobesi,B,09:00 - növbəti gün 04:00-ə kimi (19 saat),09:00 - növbəti gün 04:00-ə kimi (19 saat),09:00 - növbəti gün 04:00-ə kimi (19 saat),0
Sədərək Gömrük keçid Məntəqəsi,0,53,23:59,23:59,00:00,1,Bazar ertəsi,00:00,23:59,23:59,00:00,1,Çərşənbə axşamı,00:00,23:59,23:59,00:00,1,Çərşənbə,00:00,23:59,23:59,00:00,1,Cümə axşamı,00:00,23:59,23:59,00:00,1,Cümə,00:00,23:59,23:59,00:00,1,Şənbə,00:00,23:59,23:59,00:00,1,Bazar,00:00,1399,0,0,1,39.66237925904549,44.81220123630025,Sədərək şöbəsi,,sederek-filiali,B,7 gün / 24 saat,7 gün / 24 saat,7 gün / 24 saat,0
Naxçıvan-Sədərək yolu 7-ci km Naxçıvan şəhər Gömrük İdarəsinin daxilində,0,45,19:00,18:00,09:00,1,Bazar ertəsi,09:00,19:00,18:00,09:00,1,Çərşənbə axşamı,09:00,19:00,18:00,09:00,1,Çərşənbə,09:00,19:00,18:00,09:00,1,Cümə axşamı,09:00,19:00,18:00,09:00,1,Cümə,09:00,19:00,18:00,09:00,1,Şənbə,09:00,,,,0,Bazar,,1400,0,0,1,39.2490196,45.3372841,Naxçıvan Gömrük şöbəsi,,naxcivan-gomruk-shobesi,B,09:00-19:00 (Müştərilərə xidmət vaxtı 09:00-18:00),qeyri-iş günü,09:00-19:00 (Müştərilərə xidmət vaxtı 09:00-18:00),0
"Xaçmaz rayonu, Xudat şəhəri, Osman Mirzəyev küçəsi,55",0,28,18:00,17:00,09:00,1,Bazar ertəsi,09:00,18:00,17:00,09:00,1,Çərşənbə axşamı,09:00,18:00,17:00,09:00,1,Çərşənbə,09:00,18:00,17:00,09:00,1,Cümə axşamı,09:00,18:00,17:00,09:00,1,Cümə,09:00,,,,0,Şənbə,,,,,0,Bazar,,1401,0,0,1,41.62971078509723,48.68643880327065,Foodcity filialı,,foodcity-filiali,B,qeyri-iş günü,qeyri-iş günü,09:00-18:00 (Müştərilərə xidmət vaxtı 09:00-17:00),0
"Naxçıvan şəhəri, Naxçıvan ASAN xidmət mərkəzində",0,45,18:30,18:00,09:00,1,Bazar ertəsi,09:00,18:30,18:00,09:00,1,Çərşənbə axşamı,09:00,18:30,18:00,09:00,1,Çərşənbə,09:00,18:30,18:00,09:00,1,Cümə axşamı,09:00,18:30,18:00,09:00,1,Cümə,09:00,16:30,16:00,09:00,1,Şənbə,09:00,16:30,16:00,09:00,1,Bazar,09:00,1402,0,0,1,39.2210045,45.4047089,Naxçıvan şöbəsi,,naxcivan-shobesi,B,09:00-16:30 (Müştərilərə xidmət vaxtı 09:00-16:00),09:00-16:30 (Müştərilərə xidmət vaxtı 09:00-16:00),09:00-18:30 (Müştərilərə xidmət vaxtı 09:00-18:00),0
"Bakı şəhəri, Nəsimi rayonu, Azadlıq prospekti 45, “28 Mall Ticarət Mərkəzi”ndə",0,1,21:45,21:45,10:00,1,Bazar ertəsi,10:00,21:45,21:45,10:00,1,Çərşənbə axşamı,10:00,21:45,21:45,10:00,1,Çərşənbə,10:00,21:45,21:45,10:00,1,Cümə axşamı,10:00,21:45,21:45,10:00,1,Cümə,10:00,21:45,21:45,10:00,1,Şənbə,10:00,21:45,21:45,10:00,1,Bazar,10:00,1403,0,0,1,40.3790148903874,49.84671639465593,"""28 Mall"" filialı",,28-mall-filiali,B,10:00-21:45 (Müştərilərə xidmət vaxtı 10:00-21:45),10:00-21:45 (Müştərilərə xidmət vaxtı 10:00-21:45),10:00-21:45 (Müştərilərə xidmət vaxtı 10:00-21:45),1
