address,cash_in,city_id,day_1_close_time,day_1_customer_close,day_1_customer_open,day_1_is_open,day_1_name,day_1_open_time,day_2_close_time,day_2_customer_close,day_2_customer_open,day_2_is_open,day_2_name,day_2_open_time,day_3_close_time,day_3_customer_close,day_3_customer_open,day_3_is_open,day_3_name,day_3_open_time,day_4_close_time,day_4_customer_close,day_4_customer_open,day_4_is_open,day_4_name,day_4_open_time,day_5_close_time,day_5_customer_close,day_5_customer_open,day_5_is_open,day_5_name,day_5_open_time,day_6_close_time,day_6_customer_close,day_6_customer_open,day_6_is_open,day_6_name,day_6_open_time,day_7_close_time,day_7_customer_close,day_7_customer_open,day_7_is_open,day_7_name,day_7_open_time,id,is_digital,is_nfc,is_open,latitude,longitude,name,notes,slug,type,work_hours_saturday,work_hours_sunday,work_hours_week,working_weekends
"Bakı şəhəri, Xətai rayonu, Ağ Şəhər Fəvvarələr Meydanı, Tikinti sahəsi FS-003 inşa edilən yaşayış kompleksində, O-9/1 kod",0,1,18:00,17:00,09:00,1,Bazar ertəsi,09:00,18:00,17:00,09:00,1,Çərşənbə axşamı,09:00,18:00,17:00,09:00,1,Çərşənbə,09:00,18:00,17:00,09:00,1,Cümə axşamı,09:00,18:00,17:00,09:00,1,Cümə,09:00,,,,0,Şənbə,,,,,0,Bazar,,1404,0,0,1,40.382075331303234,49.88621185236134,"""Ağ şəhər KOB mərkəzi"" filialı",,ag-seher-kob-filiali,B,qeyri-iş günü,qeyri-iş günü,09:00-18:00 (Müştərilərə xidmət vaxtı 09:00-17:00),0
"Bakı şəhəri, Yasamal rayonu, Ə.Ələkbərov küçəsi, 528-ci məhəllə",0,1,19:00,18:00,10:00,1,Bazar ertəsi,10:00,19:00,18:00,10:00,1,Çərşənbə axşamı,10:00,19:00,18:00,10:00,1,Çərşənbə,10:00,19:00,18:00,10:00,1,Cümə axşamı,10:00,19:00,18:00,10:00,1,Cümə,10:00,,,,0,Şənbə,,,,,0,Bazar,,1405,0,0,1,40.36988272352686,49.817830863394555,53 saylı Notariat şöbəsi,,53-sayli-notariat-sobesi,B,qeyri-iş günü,qeyri-iş günü,10:00-19:00 (Müştərilərə xidmət vaxtı 10:00-18:00),0
"Bakı şəhəri, Suraxanı rayonu, Hövsan qəsəbəsi, E.Qasımov küçəsi 15A",0,1,18:00,17:00,09:00,1,Bazar ertəsi,09:00,18:00,17:00,09:00,1,Çərşənbə axşamı,09:00,18:00,17:00,09:00,1,Çərşənbə,09:00,18:00,17:00,09:00,1,Cümə axşamı,09:00,18:00,17:00,09:00,1,Cümə,09:00,18:00,17:00,09:00,1,Şənbə,09:00,,,,0,Bazar,,1406,0,0,1,40.36524262990447,50.075458491283314,35 saylı Notariat şöbəsi,,35-sayli-notariat-shobesi,B,09:00-18:00 (Müştərilərə xidmət vaxtı 09:00-17:00),qeyri-iş günü,09:00-18:00 (Müştərilərə xidmət vaxtı 09:00-17:00),1
"Bakı şəhəri, Sabunçu rayonu, Bakıxanov qəsəbəsi, Park küçəsi 10",0,1,18:00,17:00,09:00,1,Bazar ertəsi,09:00,18:00,17:00,09:00,1,Çərşənbə axşamı,09:00,18:00,17:00,09:00,1,Çərşənbə,09:00,18:00,17:00,09:00,1,Cümə axşamı,09:00,18:00,17:00,09:00,1,Cümə,09:00,18:00,17:00,09:00,1,Şənbə,09:00,,,,0,Bazar,,1408,0,0,1,40.421702609732044,49.96367794540284,16 saylı Notariat şöbəsi,,16-sayli-notariat-shobesi,B,09:00-18:00 (Müştərilərə xidmət vaxtı 09:00-17:00),qeyri-iş günü,09:00-18:00 (Müştərilərə xidmət vaxtı 09:00-17:00),1
"Bakı şəhəri, Nəsimi rayonu, Xan Şuşinski küçəsi 12/54",0,1,19:00,18:00,10:00,1,Bazar ertəsi,10:00,19:00,18:00,10:00,1,Çərşənbə axşamı,10:00,19:00,18:00,10:00,1,Çərşənbə,10:00,19:00,18:00,10:00,1,Cümə axşamı,10:00,19:00,18:00,10:00,1,Cümə,10:00,17:00,16:00,10:00,1,Şənbə,10:00,,,,0,Bazar,,1409,0,0,1,40.393520354288555,49.83828479946745,54 saylı Notariat şöbəsi,,54-sayli-notariat-sobesi,B,10:00-17:00 (Müştərilərə xidmət vaxtı 10:00-16:00),qeyri-iş günü,10:00-19:00 (Müştərilərə xidmət vaxtı 10:00-18:00),1
"Bakı şəhəri, Nərimanov rayonu, H.Əliyev prospekti 72",0,1,18:00,17:00,09:00,1,Bazar ertəsi,09:00,18:00,17:00,09:00,1,Çərşənbə axşamı,09:00,18:00,17:00,09:00,1,Çərşənbə,09:00,18:00,17:00,09:00,1,Cümə axşamı,09:00,18:00,17:00,09:00,1,Cümə,09:00,17:00,16:00,09:00,1,Şənbə,09:00,,,,0,Bazar,,1410,0,0,1,40.399498795811326,49.87691597924971,9 saylı Notariat şöbəsi,,9-sayli-notariat-shobesi,B,09:00-17:00 (Müştərilərə xidmət vaxtı 09:00-16:00),qeyri-iş günü,09:00-18:00 (Müştərilərə xidmət vaxtı 09:00-17:00),1
"Xırdalan şəhəri, M. Ə. Rəsulzadə küç. 3",0,2,19:00,18:00,10:00,1,Bazar ertəsi,10:00,19:00,18:00,10:00,1,Çərşənbə axşamı,10:00,19:00,18:00,10:00,1,Çərşənbə,10:00,19:00,18:00,10:00,1,Cümə axşamı,10:00,19:00,18:00,10:00,1,Cümə,10:00,19:00,18:00,10:00,1,Şənbə,10:00,,,,0,Bazar,,1411,0,0,1,40.4493027,49.7482414,1 saylı Notariat şöbəsi,,1-sayli-notariat-shobesi,B,10:00-19:00 (Müştərilərə xidmət vaxtı 10:00-18:00),qeyri-iş günü,10:00-19:00 (Müştərilərə xidmət vaxtı 10:00-18:00),1
"Bakı şəhəri, Nərimanov rayonu, Azadlıq prospekti, 132",0,1,19:00,18:00,10:00,1,Bazar ertəsi,10:00,19:00,18:00,10:00,1,Çərşənbə axşamı,10:00,19:00,18:00,10:00,1,Çərşənbə,10:00,19:00,18:00,10:00,1,Cümə axşamı,10:00,19:00,18:00,10:00,1,Cümə,10:00,16:00,15:00,10:00,1,Şənbə,10:00,,,,0,Bazar,,1412,0,0,1,40.40464720418882,49.83705393384882,51 saylı Notariat şöbəsi,,51-sayli-notariat-shobesi,B,10:00-16:00 (Müştərilərə xidmət vaxtı 10:00-15:00),qeyri-iş günü,10:00-19:00 (Müştərilərə xidmət vaxtı 10:00-18:00),1
"Bakı şəhəri, Nəsimi rayonu, Hüseyn Seyidzadə küçəsi, 13",0,1,19:00,18:00,10:00,1,Bazar ertəsi,10:00,19:00,18:00,10:00,1,Çərşənbə axşamı,10:00,19:00,18:00,10:00,1,Çərşənbə,10:00,19:00,18:00,10:00,1,Cümə axşamı,10:00,19:00,18:00,10:00,1,Cümə,10:00,19:00,18:00,10:00,1,Şənbə,10:00,,,,0,Bazar,,1413,0,0,1,40.416593914146034,49.8146651496483,32 saylı Notariat şöbəsi,,32-sayli-notariat-shobesi,B,10:00-19:00 (Müştərilərə xidmət vaxtı 10:00-18:00),qeyri-iş günü,10:00-19:00 (Müştərilərə xidmət vaxtı 10:00-18:00),1
"Bakı şəhəri, Binəqədi rayonu, Aydınbəyov küçəsi, 106",0,1,19:00,18:00,10:00,1,Bazar ertəsi,10:00,19:00,18:00,10:00,1,Çərşənbə axşamı,10:00,19:00,18:00,10:00,1,Çərşənbə,10:00,19:00,18:00,10:00,1,Cümə axşamı,10:00,19:00,18:00,10:00,1,Cümə,10:00,16:00,15:00,10:00,1,Şənbə,10:00,,,,0,Bazar,,1414,0,0,1,40.42982735633248,49.84144685638112,26 saylı Notariat şöbəsi,,26-sayli-notariat-shobesi,B,10:00-16:00 (Müştərilərə xidmət vaxtı 10:00-15:00),qeyri-iş günü,10:00-19:00 (Müştərilərə xidmət vaxtı 10:00-18:00),1
"Lənkəran rayonu, Qurumba kəndinə bitişik ərazi, Ələt-Astara yeni avtomobil yolunun 172-ci kilometirliyi (Lənkəran regional ASAN xidmət mərkəzində)",0,41,18:00,18:00,09:00,1,Bazar ertəsi,09:00,18:00,18:00,09:00,1,Çərşənbə axşamı,09:00,18:00,18:00,09:00,1,Çərşənbə,09:00,18:00,18:00,09:00,1,Cümə axşamı,09:00,18:00,18:00,09:00,1,Cümə,09:00,17:00,17:00,09:00,1,Şənbə,09:00,,,,0,Bazar,,1416,0,0,1,38.73027405145033,48.77626394237507,Lənkəran şöbəsi,,branch,B,09:00-17:00,,09:00-18:00,1
"Bakı şəhəri, Yasamal rayonu, İnşaatçılar prospekti, 28A",0,1,19:00,18:00,09:00,1,Bazar ertəsi,09:00,19:00,18:00,09:00,1,Çərşənbə axşamı,09:00,19:00,18:00,09:00,1,Çərşənbə,09:00,19:00,18:00,09:00,1,Cümə axşamı,09:00,19:00,18:00,09:00,1,Cümə,09:00,,,,0,Şənbə,,,,,0,Bazar,,1417,0,0,1,40.37987559086294,49.82159287532155,12 saylı Notariat şöbəsi,,12-sayli-notariat-shobesi,B,qeyri-iş günü,qeyri-iş günü,09:00-19:00 (Müştərilərə xidmət vaxtı 09:00-18:00),1
"Bakı şəhəri, Nizami rayonu, Məhsəti Gəncəvi küçəsi, 31A",0,1,19:00,18:00,10:00,1,Bazar ertəsi,10:00,19:00,18:00,10:00,1,Çərşənbə axşamı,10:00,19:00,18:00,10:00,1,Çərşənbə,10:00,19:00,18:00,10:00,1,Cümə axşamı,10:00,19:00,18:00,10:00,1,Cümə,10:00,19:00,18:00,10:00,1,Şənbə,10:00,19:00,18:00,10:00,1,Bazar,10:00,1418,0,0,1,40.40788814633709,49.936678475796924,15 saylı Notariat şöbəsi,,15-sayli-notariat-shobesi,B,10:00-19:00 (Müştərilərə xidmət vaxtı 10:00-18:00),10:00-19:00 (Müştərilərə xidmət vaxtı 10:00-18:00),"""10:00-19:00 (Müştərilərə xidmət vaxtı 10:00-18:00)",1
"Bakı şəhəri, Yasamal rayonu, Ə.Əhmədov küçəsi, 24A",0,1,19:00,18:00,10:00,1,Bazar ertəsi,10:00,19:00,18:00,10:00,1,Çərşənbə axşamı,10:00,19:00,18:00,10:00,1,Çərşənbə,10:00,19:00,18:00,10:00,1,Cümə axşamı,10:00,19:00,18:00,10:00,1,Cümə,10:00,14:00,14:00,10:00,1,Şənbə,10:00,,,,0,Bazar,,1419,0,0,1,40.39428785345024,49.80336166202685,19 saylı Notariat şöbəsi,,19-sayli-notariat-shobesi,B,10:00-16:00 (Müştərilərə xidmət vaxtı 10:00-15:00),qeyri-iş günü,10:00-19:00 (Müştərilərə xidmət vaxtı 10:00-18:00),1
"Sumqayıt şəhəri, 13-cü mikrorayon, ev 5",0,55,19:00,18:00,10:00,1,Bazar ertəsi,10:00,19:00,18:00,10:00,1,Çərşənbə axşamı,10:00,19:00,18:00,10:00,1,Çərşənbə,10:00,19:00,18:00,10:00,1,Cümə axşamı,10:00,19:00,18:00,10:00,1,Cümə,10:00,,,,0,Şənbə,,19:00,18:00,10:00,1,Bazar,10:00,1420,0,0,1,40.5678444,49.6914482,Sumqayit 1 saylı Notariat şöbəsi,,1-sumqayit-sayli-notariat-shobesi,B,qeyri-iş günü,10:00-19:00 (Müştərilərə xidmət vaxtı 10:00-18:00),10:00-19:00 (Müştərilərə xidmət vaxtı 10:00-18:00),1
"Bakı şəhəri, Nəsimi rayonu, Moskva prospekti 58/1",0,1,19:00,18:00,09:00,1,Bazar ertəsi,09:00,19:00,18:00,09:00,1,Çərşənbə axşamı,09:00,19:00,18:00,09:00,1,Çərşənbə,09:00,19:00,18:00,09:00,1,Cümə axşamı,09:00,19:00,18:00,09:00,1,Cümə,09:00,15:00,14:00,10:00,1,Şənbə,10:00,,,,0,Bazar,,1421,0,0,1,40.40650954852901,49.80698529180758,14 saylı Notariat şöbəsi,,14-sayli-notariat-shobesi,B,10:00-15:00 (Müştərilərə xidmət vaxtı 10:00-14:00),qeyri-iş gün,09:00-19:00 (Müştərilərə xidmət vaxtı 09:00-18:00),1
"Xırdalan şəhəri, Mehdi Hüseynzadə küçəsi, 19B",0,2,18:00,18:00,10:00,1,Bazar ertəsi,10:00,18:00,18:00,10:00,1,Çərşənbə axşamı,10:00,18:00,18:00,10:00,1,Çərşənbə,10:00,18:00,18:00,10:00,1,Cümə axşamı,10:00,18:00,18:00,10:00,1,Cümə,10:00,,,,0,Şənbə,,,,,0,Bazar,,1423,0,0,1,40.341404,49.8357926,2 saylı Notariat şöbəsi,,2-sayli-notariat-shobesi,B,,,10:00-18:00,0
"Laçın şəhəri, Heydər Əliyev küçəsi 87",0,39,18:00,17:00,09:00,1,Bazar ertəsi,09:00,18:00,17:00,09:00,1,Çərşənbə axşamı,09:00,18:00,17:00,09:00,1,Çərşənbə,09:00,18:00,17:00,09:00,1,Cümə axşamı,09:00,18:00,17:00,09:00,1,Cümə,09:00,,,,0,Şənbə,,,,,0,Bazar,,1424,0,0,1,40.10224647658172,47.51856932442378,Laçın filialı,,lachin-filiali,B,qeyri-iş günü,qeyri-iş günü,09:00-18:00 (Müştərilərə xidmət vaxtı 09:00-17:00),0
Xankəndi şəhəri,0,80,18:00,17:00,09:00,1,Bazar ertəsi,09:00,18:00,17:00,09:00,1,Çərşənbə axşamı,09:00,18:00,17:00,09:00,1,Çərşənbə,09:00,18:00,17:00,09:00,1,Cümə axşamı,19:00,18:00,17:00,09:00,1,Cümə,09:00,,,,0,Şənbə,14:00,,,,0,Bazar,,1425,0,0,1,39.816888038836915,46.75264988079478,Xankəndi filialı,,khankendi-filiali,B,qeyri-iş günü,qeyri-iş günü,09:00-18:00 (Müştərilərə xidmət vaxtı 09:00-17:00),0
"Bakı şəhəri, Səbail rayonu, Ə. Yaqubov küçəsi, 2",0,1,19:00,18:00,10:00,1,Bazar ertəsi,10:00,19:00,18:00,10:00,1,Çərşənbə axşamı,10:00,19:00,18:00,10:00,1,Çərşənbə,10:00,19:00,18:00,10:00,1,Cümə axşamı,10:00,19:00,18:00,10:00,1,Cümə,10:00,17:00,16:00,10:00,1,Şənbə,10:00,,,,0,Bazar,,1429,0,0,1,40.341472,49.838354,Bakı 2 saylı Notariat şöbəsi,,2-sayli-notariat-shobesi-287,B,10:00-17:00 (Müştərilərə xidmət vaxtı 10:00-16:00),qeyri-iş günü,10:00-19:00 (Müştərilərə xidmət vaxtı 10:00-18:00),1
Cəbrayıl şəhəri,0,14,18:00,18:00,09:00,1,Bazar ertəsi,09:00,18:00,18:00,09:00,1,Çərşənbə axşamı,09:00,18:00,18:00,09:00,1,Çərşənbə,09:00,18:00,18:00,09:00,1,Cümə axşamı,09:00,18:00,18:00,09:00,1,Cümə,09:00,,,,0,Şənbə,,,,,0,Bazar,,1430,0,0,1,39.4505998462988,48.54316788678726,Cəbrayıl filialı,,cebrayil-filiali,B,,,09:00-18:00,0
"Xaçmaz şəhəri, Nəriman Nərimanov küçəsi ev 70",0,25,18:00,17:00,09:00,1,Bazar ertəsi,09:00,18:00,17:00,09:00,1,Çərşənbə axşamı,09:00,18:00,17:00,09:00,1,Çərşənbə,09:00,18:00,17:00,09:00,1,Cümə axşamı,09:00,18:00,17:00,09:00,1,Cümə,09:00,,,,0,Şənbə,,,,,0,Bazar,,1431,0,0,1,41.460218553760335,48.79761773141673,Xaçmaz Notariat şöbəsi,,xachmaz-notariat-shobesi,B,qeyri-iş günü,qeyri-iş günü,09:00-18:00 (Müştərilərə xidmət vaxtı 09:00-17:00),0
"Sumqayıt şəhəri, 3-cü mikrorayon, H. Əliyev prospekti, 56C",0,55,18:00,17:00,09:00,1,Bazar ertəsi,09:00,18:00,17:00,09:00,1,Çərşənbə axşamı,09:00,18:00,17:00,09:00,1,Çərşənbə,09:00,18:00,17:00,09:00,1,Cümə axşamı,09:00,18:00,17:00,09:00,1,Cümə,09:00,,,,0,Şənbə,,,,,0,Bazar,,1432,0,0,1,40.5847516,49.6704622,4 saylı Notariat şöbəsi,,4-sayli-notariat-sobesi,B,qeyri-iş günü,qeyri-iş günü,09:00-18:00 (Müştərilərə xidmət vaxtı 09:00-17:00),0
"Bakı şəhəri, Nərimanov rayonu, Təbriz küçəsi küçəsi, 227D",0,1,18:00,17:00,09:00,1,Bazar ertəsi,09:00,18:00,17:00,09:00,1,Çərşənbə axşamı,09:00,18:00,17:00,09:00,1,Çərşənbə,09:00,18:00,17:00,09:00,1,Cümə axşamı,09:00,18:00,17:00,09:00,1,Cümə,09:00,,,,0,Şənbə,,,,,0,Bazar,,1433,0,0,1,40.40510032029071,49.875314815239115,21 saylı Notariat şöbəsi,,21-sayli-notariat-sobesi,B,qeyri-iş günü,qeyri-iş günü,09:00-18:00 (Müştərilərə xidmət vaxtı 09:00-17:00),0
"Bakı şəhəri, Yasamal rayonu, Şəfayət Mehdiyev küçəsi, 136/90A",0,1,18:00,17:00,09:00,1,Bazar ertəsi,09:00,18:00,17:00,09:00,1,Çərşənbə axşamı,09:00,18:00,17:00,09:00,1,Çərşənbə,09:00,18:00,17:00,09:00,1,Cümə axşamı,09:00,18:00,17:00,09:00,1,Cümə,09:00,,,,0,Şənbə,,,,,0,Bazar,,1434,0,0,1,40.38678205032994,49.81607473182514,23 saylı Notariat şöbəsi,,notariat-departament-n-23,B,qeyri-iş günü,qeyri-iş günü,09:00-18:00 (Müştərilərə xidmət vaxtı 09:00-17:00),0
Neftçilər prospekti 153,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1435,0,0,1,40.376433833052054,49.86371498807083,Baş Ofis,,birbank-bas-ofis,B,,,,0
Maştağa qəsəbəsi Axund Mirzə Abdulkərim küç. 8.,0,1,19:00,19:00,10:00,1,Bazar ertəsi,10:00,19:00,19:00,10:00,1,Çərşənbə axşamı,10:00,19:00,19:00,10:00,1,Çərşənbə,10:00,19:00,19:00,10:00,1,Cümə axşamı,10:00,19:00,19:00,10:00,1,Cümə,10:00,19:00,19:00,10:00,1,Şənbə,10:00,19:00,19:00,10:00,1,Bazar,10:00,1436,1,0,1,40.529354,49.998302,Maştağa Birbank Rəqəmsal Mərkəz,,birbank-reqemsal-merkez-mastaga,B,10:00-19:00,10:00-19:00,10:00-19:00,1
"Bakı şəhəri, Nəsimi ray. Neftçilər pr. 68",0,1,22:00,22:00,10:00,1,Bazar ertəsi,10:00,22:00,22:00,10:00,1,Çərşənbə axşamı,10:00,22:00,22:00,10:00,1,Çərşənbə,10:00,22:00,22:00,10:00,1,Cümə axşamı,10:00,22:00,22:00,10:00,1,Cümə,10:00,22:00,22:00,10:00,0,Şənbə,10:00,22:00,22:00,10:00,0,Bazar,10:00,1437,1,0,1,40.37423,49.86038,Crescent Mall Birbank Rəqəmsal Mərkəz,,birbank-reqemsal-merkez-crescent,B,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,1
"Heydər Əliyev pr. 433,  Gəncə Mall -1ci mərtəbə",0,20,22:00,22:00,10:00,1,Bazar ertəsi,10:00,22:00,22:00,10:00,1,Çərşənbə axşamı,10:00,22:00,22:00,10:00,1,Çərşənbə,10:00,22:00,22:00,10:00,1,Cümə axşamı,10:00,22:00,22:00,10:00,1,Cümə,10:00,22:00,22:00,10:00,1,Şənbə,10:00,22:00,22:00,10:00,1,Bazar,10:00,1438,1,0,1,40.677135540326354,46.359483996419655,Gəncə Mall Birbank Rəqəmsal Mərkəz,,birbank-reqemsal-merkez-gence,B,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,1
"Bakı şəhəri, Nəsimi rayonu, 687-ci məhəllə, Neftçilər prospekti 155",0,1,17:00,17:00,09:00,1,Bazar ertəsi,09:00,17:00,17:00,09:00,1,Çərşənbə axşamı,09:00,17:00,17:00,09:00,1,Çərşənbə,09:00,18:00,17:00,09:00,1,Cümə axşamı,09:00,18:00,17:00,09:00,1,Cümə,09:00,,,,0,Şənbə,,,,,0,Bazar,,1439,0,0,1,40.375883239488815,49.86329061727881,Port Baku filialı,,port-baku-filiali,B,,,09:00-18:00,0
"Bakı şəhəri, Nəsimi rayonu, 687-ci məhəllə, Neftçilər prospekti 155",0,1,18:00,18:00,09:00,1,Bazar ertəsi,09:00,18:00,18:00,09:00,1,Çərşənbə axşamı,09:00,18:00,18:00,09:00,1,Çərşənbə,09:00,18:00,18:00,09:00,1,Cümə axşamı,09:00,18:00,18:00,09:00,1,Cümə,09:00,,,,0,Şənbə,,,,,0,Bazar,,1440,0,0,1,40.37596241531596,49.86352548708362,Fərdi Bankçılıq bölməsi (Port Baku),,private-banking-port-baku,B,,,09:00-18:00,0
"Bakı şəhəri, Nərimanov rayonu, Ü.Bünyadzadə küçəsi 2",0,1,17:00,18:00,09:00,1,Bazar ertəsi,09:00,17:00,18:00,09:00,1,Çərşənbə axşamı,09:00,17:00,18:00,09:00,1,Çərşənbə,09:00,17:00,18:00,09:00,1,Cümə axşamı,09:00,17:00,18:00,09:00,1,Cümə,09:00,16:00,17:00,10:00,1,Şənbə,10:00,,,,0,Bazar,,1442,0,0,1,40.385062178892206,49.85065046848412,13 saylı Notariat şöbəsi,,13-sayli-notariat-shobesi,B,10:00 - 17:00,qeyri-iş günü,09:00-18:00,1
"Bakı şəhəri, Nəsimi rayonu, Seyid Cəfər Pişəvari küçəsi 156A",0,1,19:00,18:00,10:00,1,Bazar ertəsi,10:00,19:00,18:00,10:00,1,Çərşənbə axşamı,10:00,19:00,18:00,10:00,1,Çərşənbə,10:00,19:00,18:00,10:00,1,Cümə axşamı,10:00,19:00,18:00,10:00,1,Cümə,10:00,,18:00,10:00,1,Şənbə,,,,,1,Bazar,,1443,0,0,1,40.40962580870081,49.815461471164525,22 saylı Notariat şöbəsi,,22-sayli-notariat-sobesi,B,,,,0
"Binə qəsəbəsi Hicran Hasılov ev 13, mən 46 (Laçın Marketin qarşısı)",0,1,19:00,19:00,10:00,1,Bazar ertəsi,10:00,19:00,19:00,10:00,1,Çərşənbə axşamı,10:00,,19:00,10:00,1,Çərşənbə,,,19:00,10:00,1,Cümə axşamı,,,19:00,10:00,1,Cümə,,,19:00,10:00,1,Şənbə,,,19:00,10:00,1,Bazar,,1444,1,0,1,40.447706978023305,50.08580236740942,Binə Birbank Rəqəmsal Mərkəz,,bine-reqemsal-merkezi,B,,,,1
"Binəqədi qəsəbəsi, Gülməmməd Ramazanov küç.(Binəqədi Center, 179 saylı məktəb ilə üzbəüz)",0,1,,19:00,10:00,1,Bazar ertəsi,,,07:00,10:00,1,Çərşənbə axşamı,,,19:00,10:00,1,Çərşənbə,,,19:00,10:00,1,Cümə axşamı,,,19:00,10:00,1,Cümə,,,19:00,10:00,1,Şənbə,,,19:00,10:00,1,Bazar,,1445,1,0,1,40.465855364195924,49.82833524103326,Binəqədi Rəqəmsal Mərkəz,,bineqedi-reqemsal-merkez,B,,,,1
"Günəşli qəsəbəsi, Surxay Noçuyev küç. (Ballı Market ilə üzbəüz)",0,1,,19:00,10:00,1,Bazar ertəsi,,,19:00,10:00,1,Çərşənbə axşamı,,,19:00,10:00,1,Çərşənbə,,,19:00,10:00,1,Cümə axşamı,,,19:00,10:00,1,Cümə,,,19:00,10:00,1,Şənbə,,,19:00,10:00,1,Bazar,,1446,1,0,1,40.37647205395877,49.97786761116751,Yeni Günəşli Rəqəmsal Mərkəz,,yeni-gunesli-reqemsal-merkez,B,,,,1
"Sumqayıt şəhəri, Koroğlu prospekti, Giriş 934 A",0,55,,18:00,09:00,1,Bazar ertəsi,,,18:00,09:00,1,Çərşənbə axşamı,,,18:00,09:00,1,Çərşənbə,,,18:00,09:00,1,Cümə axşamı,,,18:00,09:00,1,Cümə,,,,,1,Şənbə,,,15:00,10:00,1,Bazar,,1447,0,0,1,40.56009219864132,49.69668435427424,Sumqayıt 3 saylı Notariat şöbəsi,,sumqayit-3-sayli-notariat-sobesi,B,,,,1
"Qaradağ rayonu, Sahil qəsəbəsi, Bəxtiyar Əliyev 41C",0,1,,19:00,10:00,1,Bazar ertəsi,,,07:00,10:00,1,Çərşənbə axşamı,,,19:00,10:00,1,Çərşənbə,,,19:00,10:00,1,Cümə axşamı,,,19:00,10:00,1,Cümə,,,19:00,10:00,1,Şənbə,,,19:00,10:00,1,Bazar,,1448,1,0,1,40.223317220352726,49.57708981349269,Sahil Birbank Rəqəmsal Mərkəz,,birbank-reqemsal-merkez-sahil,B,,,,1
